,First,Last,Nickname,Ht,Wt,Reach,Stance,Win,Loss,Draw,Total Fights,Wt_numeric,Htcm
2691,George,Roop,,"6' 1""",135 lbs.,"72.0""",Orthodox,15,13,1,29,135,185.42
2692,Artem,Lobov,The Russian Hammer,"5' 9""",145 lbs.,"65.0""",Southpaw,14,14,1,29,145,175.26
2693,Phil,Baroni,The New York Bad Ass,"5' 9""",170 lbs.,"72.0""",Orthodox,14,15,0,29,170,175.26
2694,Sherman,Pendergarst,The Tank,"6' 1""",235 lbs.,--,Orthodox,11,18,0,29,265,185.42
2695,Sam,Adkins,The Experience,"6' 3""",225 lbs.,--,Orthodox,7,20,2,29,265,190.5
2696,Demetrious,Johnson,Mighty Mouse,"5' 3""",125 lbs.,"66.0""",Orthodox,27,2,1,30,125,160.02
2697,Santiago,Ponzinibbio,Gente Boa,"6' 0""",170 lbs.,"73.0""",Orthodox,27,3,0,30,170,182.88
2698,Patricio,Freire,Pitbull,"5' 5""",145 lbs.,"65.0""",,26,4,0,30,145,165.1
2699,Joseph,Benavidez,,"5' 4""",125 lbs.,"65.0""",Southpaw,25,5,0,30,125,162.56
2700,Sean,Loeffler,The Destroyer,"6' 3""",185 lbs.,--,Orthodox,25,5,0,30,185,190.5
2701,Dmitry,Poberezhets,,"6' 3""",237 lbs.,--,,24,5,1,30,265,190.5
2702,Nick,Agallar,,"5' 8""",155 lbs.,--,Orthodox,24,6,0,30,155,172.72
2703,Hacran,Dias,Barnabe,"5' 8""",155 lbs.,"69.0""",Orthodox,23,6,1,30,155,172.72
2704,Delson,Heleno,Pe De Chumbo,"5' 11""",185 lbs.,--,Orthodox,23,7,0,30,185,180.34
2705,Marcin,Held,,"5' 9""",155 lbs.,"71.0""",Orthodox,23,7,0,30,155,175.26
2706,Jay,Hieron,The Thoroughbred,"6' 0""",170 lbs.,"75.0""",Orthodox,23,7,0,30,170,182.88
2707,Ibragim,Magomedov,,"6' 0""",250 lbs.,--,Orthodox,22,7,1,30,265,182.88
2708,Steve,Kennedy,The Steamrolla,"5' 11""",170 lbs.,"71.0""",Orthodox,22,8,0,30,170,180.34
2709,Tom,Niinimaki,Stoneface,"5' 9""",145 lbs.,"69.0""",Orthodox,21,8,1,30,145,175.26
2710,Edilberto,de Oliveira,Crocota,"6' 0""",170 lbs.,--,Orthodox,20,8,2,30,170,182.88
2711,Rogerio,Nogueira,Minotouro,"6' 2""",205 lbs.,"75.0""",Southpaw,22,8,0,30,205,187.96
2712,James,Zikic,The Messenger,"6' 2""",205 lbs.,--,Orthodox,20,8,2,30,205,187.96
2713,Tyler,Stinson,The Evolution,"6' 3""",170 lbs.,--,,22,8,0,30,170,190.5
2714,Moise,Rimbon,Swamp,"5' 10""",205 lbs.,--,Orthodox,18,9,3,30,205,177.8
2715,John,Dodson,The Magician,"5' 3""",135 lbs.,"66.0""",Orthodox,21,9,0,30,135,160.02
2716,Mizuto,Hirota,Pugnus,"5' 7""",155 lbs.,"67.0""",Orthodox,19,9,2,30,155,170.18
2717,Bryan,Caraway,Kid Lightning,"5' 8""",135 lbs.,"68.0""",Orthodox,21,9,0,30,135,172.72
2718,Frank,Trigg,Twinkle Toes,"5' 9""",170 lbs.,"71.0""",Southpaw,21,9,0,30,170,175.26
2719,Don,Frye,The Predator,"6' 1""",219 lbs.,--,Orthodox,20,9,1,30,265,185.42
2721,Kenji,Osawa,,"5' 7""",135 lbs.,"66.0""",Orthodox,18,10,2,30,135,170.18
2722,David,Loiseau,The Crow,"6' 0""",185 lbs.,"76.0""",Orthodox,20,10,0,30,185,182.88
2723,Antonio,Silva,Bigfoot,"6' 4""",264 lbs.,"80.0""",Orthodox,19,10,1,30,265,193.04
2724,Tom,Gallicchio,Da Tank,"5' 10""",170 lbs.,"73.0""",Southpaw,19,11,0,30,170,177.8
2725,Raja,Shippen,,"5' 6""",145 lbs.,--,,18,11,1,30,145,167.64000000000001
2726,Fernando,Gonzalez,The Menifee Maniac,"5' 9""",170 lbs.,"68.0""",Southpaw,19,11,0,30,170,175.26
2727,Jess,Liaudin,The Joker,"5' 9""",170 lbs.,"72.0""",Orthodox,19,11,0,30,170,175.26
2728,Alessio,Sakara,Legionarius,"6' 0""",185 lbs.,"72.0""",Orthodox,19,11,0,30,185,182.88
2729,Randy,Couture,The Natural,"6' 1""",205 lbs.,"75.0""",Orthodox,19,11,0,30,205,185.42
2730,Alex,Stiebling,The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,18,11,1,30,205,187.96
2731,Sammy,Morgan,The Squeeze,"5' 10""",170 lbs.,--,Orthodox,18,12,0,30,170,177.8
2732,Takeshi,Yamazaki,,"5' 8""",139 lbs.,--,Southpaw,15,12,3,30,139,172.72
2733,BJ,Penn,The Prodigy,"5' 9""",145 lbs.,"70.0""",Orthodox,16,12,2,30,145,175.26
2734,DaMarques,Johnson,Darkness,"6' 1""",170 lbs.,"75.0""",Orthodox,18,12,0,30,170,185.42
2735,Johil,de Oliveira,,"5' 6""",170 lbs.,--,Orthodox,16,13,1,30,170,167.64000000000001
2736,Roger,Carroll,The Leprechaun,"5' 10""",170 lbs.,--,,16,14,0,30,170,177.8
2737,Carlos,Newton,The Ronin,"5' 9""",170 lbs.,--,Orthodox,16,14,0,30,170,175.26
2738,James,Thompson,The Colossus,"6' 5""",265 lbs.,--,Orthodox,16,14,0,30,265,195.57999999999998
2739,Jose,Aldo,Junior,"5' 7""",145 lbs.,"70.0""",Orthodox,27,4,0,31,145,170.18
2740,Ivan,Jorge,Batman,"5' 9""",155 lbs.,"73.0""",Orthodox,26,5,0,31,155,175.26
2741,Mairbek,Taisumov,Beckan,"5' 9""",155 lbs.,"73.0""",Orthodox,26,5,0,31,155,175.26
2742,Darren,Elkins,The Damage,"5' 10""",145 lbs.,"71.0""",Orthodox,25,6,0,31,145,177.8
2743,Siyar,Bahadurzada,The Great,"5' 11""",185 lbs.,"73.0""",Orthodox,24,6,1,31,185,180.34
2744,Yasuhiro,Urushitani,,"5' 5""",125 lbs.,--,Southpaw,19,6,6,31,125,165.1
2745,Tommy,Lee,,"5' 7""",145 lbs.,--,Orthodox,25,6,0,31,145,170.18
2746,Jacare,Souza,Jacare,"6' 1""",185 lbs.,"72.0""",Orthodox,25,6,0,31,185,185.42
2747,Joe,Taimanglo,The Juggernaut,"5' 4""",135 lbs.,--,,23,7,1,31,135,162.56
2748,Daniel,Straus,,"5' 7""",145 lbs.,"71.0""",,24,7,0,31,145,170.18
2749,Amar,Suloev,,"5' 9""",183 lbs.,--,Orthodox,24,7,0,31,183,175.26
2750,Charles,Oliveira,Do Bronx,"5' 10""",155 lbs.,"74.0""",Orthodox,23,8,0,31,155,177.8
2751,Kestutis,Smirnovas,,"5' 10""",200 lbs.,--,Orthodox,22,8,1,31,200,177.8
2752,Matt,Bessette,The Mangler,"5' 10""",145 lbs.,"70.0""",Orthodox,22,9,0,31,145,177.8
2753,Wilson,Reis,,"5' 4""",125 lbs.,"65.0""",Southpaw,22,9,0,31,125,162.56
2754,Terry,Martin,,"5' 8""",185 lbs.,"71.0""",Orthodox,22,9,0,31,185,172.72
2755,Matt,Lindland,The Law,"6' 0""",185 lbs.,"74.0""",Southpaw,22,9,0,31,185,182.88
2756,Rafael,Natal,Sapo,"6' 0""",185 lbs.,"76.0""",Orthodox,21,9,1,31,185,182.88
2757,Fabio,Maldonado,Caipira de Aco,"6' 1""",205 lbs.,"75.0""",Orthodox,22,9,0,31,205,185.42
2758,Devin,Cole,,"6' 4""",240 lbs.,--,Orthodox,21,9,1,31,265,193.04
2760,Marcus,Aurelio,Maximus,"5' 10""",155 lbs.,"74.0""",Orthodox,21,10,0,31,155,177.8
2761,Hidetaka,Monma,,"6' 0""",168 lbs.,--,Orthodox,17,10,4,31,168,182.88
2762,Leonard,Garcia,Bad Boy,"5' 10""",145 lbs.,"69.0""",Orthodox,19,11,1,31,145,177.8
2763,Yves,Jabouin,Tiger,"5' 7""",135 lbs.,"68.0""",Orthodox,20,11,0,31,135,170.18
2764,Nate,Diaz,,"6' 0""",170 lbs.,"76.0""",Southpaw,20,11,0,31,170,182.88
2765,Jason,Day,Dooms,"6' 0""",185 lbs.,"72.0""",Orthodox,19,12,0,31,185,182.88
2766,Alavutdin,Gadjiev,,"6' 2""",185 lbs.,--,Orthodox,18,12,1,31,185,187.96
2767,Michael,Johnson,The Menace,"5' 10""",155 lbs.,"73.0""",Southpaw,18,13,0,31,155,177.8
2768,Roman,Zentsov,The Russian Hammer,"6' 1""",230 lbs.,--,Orthodox,18,13,0,31,265,185.42
2769,Brian,Warren,Mr. Unbreakable,"6' 0""",185 lbs.,--,Orthodox,15,15,1,31,185,182.88
2770,Bryson,Kamaka,,"5' 11""",170 lbs.,--,Orthodox,12,18,1,31,170,180.34
2771,Landon,Showalter,The Show,"6' 0""",185 lbs.,--,,11,19,1,31,185,182.88
2772,John,Doyle,The Iron Bull,"5' 11""",205 lbs.,--,Orthodox,11,20,0,31,205,180.34
2773,Maiquel,Falcao,Big Rig,"5' 11""",185 lbs.,--,Orthodox,28,4,0,32,185,180.34
2774,Raphael,Assuncao,,"5' 5""",135 lbs.,"66.0""",Orthodox,27,5,0,32,135,165.1
2775,Thiago,Tavares,,"5' 7""",145 lbs.,"68.0""",Orthodox,24,7,1,32,145,170.18
2776,Anthony,Lapsley,The Recipe,"5' 9""",170 lbs.,"71.0""",Southpaw,25,7,0,32,170,175.26
2777,Hans,Stringer,,"6' 3""",205 lbs.,"73.0""",Orthodox,22,7,3,32,205,190.5
2778,Rob,Kimmons,The Rosedale Reaper,"5' 10""",185 lbs.,"73.0""",Orthodox,24,8,0,32,185,177.8
2779,Greg,Rebello,Ribz,"6' 0""",240 lbs.,"73.0""",Southpaw,24,8,0,32,265,182.88
2780,Lyoto,Machida,The Dragon,"6' 1""",185 lbs.,"74.0""",Southpaw,24,8,0,32,185,185.42
2781,Trevor,Prangley,,"6' 1""",185 lbs.,"75.0""",Orthodox,23,8,1,32,185,185.42
2782,Dion,Staring,Soldier,"6' 1""",235 lbs.,--,Orthodox,24,8,0,32,265,185.42
2783,James,Krause,The,"6' 2""",155 lbs.,"73.0""",Orthodox,24,8,0,32,155,187.96
2784,Alexander,Yakovlev,Thunder of the North,"6' 3""",170 lbs.,"74.0""",Southpaw,23,8,1,32,170,190.5
2785,Fabricio,Werdum,Vai Cavalo,"6' 4""",231 lbs.,"77.0""",Orthodox,23,8,1,32,265,193.04
2786,Katsuya,Inoue,,"5' 9""",168 lbs.,--,Southpaw,19,9,4,32,168,175.26
2787,Yuya,Shirai,,"5' 8""",168 lbs.,--,Orthodox,21,10,1,32,168,172.72
2788,Roan,Carneiro,Jucao,"5' 11""",170 lbs.,"74.0""",Orthodox,21,11,0,32,170,180.34
2789,Bendy,Casimir,,"5' 5""",145 lbs.,--,Southpaw,19,11,2,32,145,165.1
2790,Jean,Silva,White Bear,"5' 6""",160 lbs.,--,Orthodox,18,11,3,32,160,167.64000000000001
2791,Yaotzin,Meza,,"5' 9""",145 lbs.,"74.0""",Orthodox,21,11,0,32,145,175.26
2792,Cole,Miller,Magrinho,"6' 1""",145 lbs.,"74.0""",Orthodox,21,11,0,32,145,185.42
2793,Mark,Hominick,The Machine,"5' 8""",145 lbs.,"68.0""",Orthodox,20,12,0,32,145,172.72
2794,Ryo,Chonan,Piranah,"5' 9""",170 lbs.,"70.0""",Orthodox,20,12,0,32,170,175.26
2795,Brad,Blackburn,Bad Brad,"5' 10""",170 lbs.,"73.0""",Orthodox,18,13,1,32,170,177.8
2796,Lucas,Lopes,,"6' 2""",185 lbs.,--,,19,13,0,32,185,187.96
2797,Gideon,Ray,,"5' 10""",185 lbs.,--,Southpaw,17,14,1,32,185,177.8
2798,Nam,Phan,,"5' 6""",135 lbs.,"70.0""",Orthodox,18,14,0,32,135,167.64000000000001
2799,Marvin,Eastman,The Beastman,"5' 9""",185 lbs.,"73.0""",Orthodox,17,14,1,32,185,175.26
2800,Jean Francois,Lenogue,,"6' 0""",185 lbs.,--,Orthodox,15,14,3,32,185,182.88
2801,Eddy,Ellis,Fast,"5' 9""",170 lbs.,--,Orthodox,16,15,1,32,170,175.26
2802,Joe,Camacho,,"5' 9""",155 lbs.,--,Orthodox,13,16,3,32,155,175.26
2803,Jason,Godsey,,"6' 2""",230 lbs.,--,Orthodox,16,16,0,32,265,187.96
2804,Jong Wang,Kim,,"6' 1""",240 lbs.,--,,11,21,0,32,265,185.42
2805,Bas,Rutten,El Guapo,"6' 1""",205 lbs.,--,Orthodox,28,4,1,33,205,185.42
2806,Nazareno,Malegarie,El Tigre,"5' 8""",155 lbs.,"70.0""",,28,5,0,33,155,172.72
2807,Antonio,McKee,Mandingo,"5' 8""",155 lbs.,--,Southpaw,26,5,2,33,155,172.72
2808,Jon,Fitch,,"6' 0""",170 lbs.,"76.0""",Orthodox,27,5,1,33,170,182.88
2809,Vladimir,Matyushenko,The Janitor,"6' 0""",205 lbs.,"74.0""",Orthodox,26,7,0,33,205,182.88
2810,Bobby,Green,King,"5' 10""",155 lbs.,"71.0""",Orthodox,24,8,1,33,155,177.8
2811,Katsunori,Kikuno,,"5' 8""",145 lbs.,"66.0""",Orthodox,23,8,2,33,145,172.72
2812,Din,Thomas,Dinyero,"5' 9""",155 lbs.,--,Orthodox,25,8,0,33,155,175.26
2813,Rashad,Evans,Suga,"6' 0""",205 lbs.,"75.0""",Orthodox,24,8,1,33,205,182.88
2814,Igor,Araujo,,"6' 1""",170 lbs.,"77.0""",Orthodox,25,8,0,33,170,185.42
2815,Wendell,Oliveira,The Machine,"5' 10""",170 lbs.,"72.0""",Orthodox,24,9,0,33,170,177.8
2816,Tomoya,Miyashita,,"5' 7""",139 lbs.,--,Southpaw,17,9,7,33,139,170.18
2817,Forrest,Petz,The Meat Cleaver,"5' 9""",170 lbs.,"71.0""",Orthodox,24,9,0,33,170,175.26
2818,Ben,Saunders,Killa B,"6' 2""",170 lbs.,"77.0""",Orthodox,22,9,2,33,170,187.96
2819,Kyle,Noke,,"6' 1""",170 lbs.,"76.0""",Southpaw,22,10,1,33,170,185.42
2820,Francis,Carmont,Limitless,"6' 3""",205 lbs.,"78.0""",Orthodox,23,10,0,33,205,190.5
2821,Cyrille,Diabate,The Snake,"6' 6""",205 lbs.,"81.0""",Southpaw,20,10,3,33,205,198.12
2822,Chris,Leben,The Crippler,"5' 11""",185 lbs.,"74.0""",Southpaw,22,11,0,33,185,180.34
2823,Jamie,Varner,,"5' 8""",155 lbs.,"72.0""",Orthodox,21,11,1,33,155,172.72
2824,Luigi,Fioravanti,,"5' 8""",170 lbs.,"70.0""",Orthodox,22,11,0,33,170,172.72
2825,Mike,Santiago,,"5' 10""",145 lbs.,"69.0""",Orthodox,21,12,0,33,145,177.8
2826,Jason,Dent,Dynamite,"5' 10""",155 lbs.,"71.0""",Orthodox,21,12,0,33,155,177.8
2827,Murilo,Rua,Ninja,"5' 11""",185 lbs.,--,Orthodox,20,12,1,33,185,180.34
2828,Tim,Boetsch,The Barbarian,"6' 0""",185 lbs.,"74.0""",Orthodox,21,12,0,33,185,182.88
2829,Johnny,Bedford,Brutal,"5' 10""",135 lbs.,"71.0""",Orthodox,19,13,1,33,135,177.8
2830,Chris,Brennan,The Westside Strangler,"5' 8""",170 lbs.,--,Orthodox,19,13,1,33,170,172.72
2831,Wesley,Correira,Cabbage,"6' 3""",260 lbs.,--,Orthodox,19,14,0,33,265,190.5
2832,Evangelista,Santos,Cyborg,"5' 10""",170 lbs.,"76.0""",Orthodox,18,15,0,33,170,177.8
2833,Kevin,Randleman,The Monster,"5' 10""",205 lbs.,--,Orthodox,17,16,0,33,205,177.8
2834,Luke,Caudillo,Lil' Hulk,"5' 7""",155 lbs.,--,Orthodox,17,16,0,33,155,170.18
2835,Julio Cesar,Neves Jr.,Morceguinho,"5' 8""",145 lbs.,--,,33,1,0,34,145,172.72
2836,Rafael,Silva,Morcego,"5' 7""",135 lbs.,--,,28,6,0,34,135,170.18
2837,Mike,Whitehead,,"6' 1""",205 lbs.,--,Orthodox,27,7,0,34,205,185.42
2838,Glover,Teixeira,,"6' 2""",205 lbs.,"76.0""",Orthodox,27,7,0,34,205,187.96
2839,Rani,Yahya,,"5' 6""",135 lbs.,"67.0""",Orthodox,25,9,0,34,135,167.64000000000001
2840,Spencer,Fisher,The King,"5' 7""",155 lbs.,"70.0""",Southpaw,25,9,0,34,155,170.18
2841,Cub,Swanson,,"5' 8""",145 lbs.,"70.0""",Orthodox,25,9,0,34,145,172.72
2842,Demian,Maia,,"6' 1""",170 lbs.,"72.0""",Southpaw,25,9,0,34,170,185.42
2843,Akbarh,Arreola,El Caballero,"5' 10""",155 lbs.,"71.0""",Southpaw,23,10,1,34,155,177.8
2844,Takenori,Sato,,"5' 10""",170 lbs.,"71.0""",Southpaw,17,10,7,34,170,177.8
2845,Dennis,Siver,,"5' 6""",145 lbs.,"70.0""",Orthodox,23,11,0,34,145,167.64000000000001
2846,Takeya,Mizugaki,,"5' 7""",135 lbs.,"68.0""",Orthodox,21,11,2,34,135,170.18
2847,Joachim,Hansen,Hellboy,"5' 7""",150 lbs.,--,Southpaw,22,11,1,34,150,170.18
2848,Ovince,Saint Preux,,"6' 3""",205 lbs.,"80.0""",Southpaw,23,11,0,34,205,190.5
2849,Phil,Harris,Billy,"5' 4""",125 lbs.,"64.0""",Orthodox,22,12,0,34,125,162.56
2850,Hermes,Franca,,"5' 6""",155 lbs.,"71.0""",Orthodox,22,12,0,34,155,167.64000000000001
2851,Sam,Stout,Hands of Stone,"5' 9""",155 lbs.,"70.0""",Orthodox,21,12,1,34,155,175.26
2852,Wayne,Cole,,"6' 1""",205 lbs.,--,Orthodox,16,18,0,34,205,185.42
2853,Jimmy,Ambriz,The Titan,"6' 2""",315 lbs.,--,Southpaw,15,18,1,34,300,187.96
2854,George,Allen,,"6' 2""",205 lbs.,--,Open Stance,13,19,2,34,205,187.96
2855,Shinya,Aoki,Tobikan Judan,"5' 11""",154 lbs.,--,Southpaw,30,5,0,35,154,180.34
2856,Eddie,Alvarez,The Underground King,"5' 9""",155 lbs.,"69.0""",Orthodox,29,6,0,35,155,175.26
2857,Douglas,Lima,The Phenom,"6' 1""",170 lbs.,--,,29,6,0,35,170,185.42
2858,Jameel,Massouh,,"5' 10""",145 lbs.,"72.0""",Orthodox,26,9,0,35,145,177.8
2859,Masakazu,Imanari,,"5' 4""",139 lbs.,--,Southpaw,24,9,2,35,139,162.56
2860,Mike,Brown,,"5' 6""",145 lbs.,"70.0""",Orthodox,26,9,0,35,145,167.64000000000001
2861,Melvin,Manhoef,Marvelous,"5' 9""",185 lbs.,--,Orthodox,25,9,1,35,185,175.26
2862,Nick,Diaz,,"6' 1""",185 lbs.,"76.0""",Southpaw,26,9,0,35,185,185.42
2863,Dan,Hardy,The Outlaw,"6' 0""",170 lbs.,"74.0""",Orthodox,25,10,0,35,170,182.88
2864,Frank,Shamrock,,"5' 10""",185 lbs.,--,Orthodox,22,11,2,35,185,177.8
2865,Patrick,Cote,The Predator,"5' 11""",170 lbs.,"71.0""",Orthodox,24,11,0,35,170,180.34
2866,Diego,Brandao,DB,"5' 7""",145 lbs.,"68.0""",Orthodox,24,11,0,35,145,170.18
2867,John,Howard,Doomsday,"5' 7""",170 lbs.,"71.0""",Orthodox,23,12,0,35,170,170.18
2868,Mac,Danzig,,"5' 8""",155 lbs.,"70.0""",Orthodox,22,12,1,35,155,172.72
2869,Jonathan,Goulet,The Road Warrior,"6' 0""",170 lbs.,"73.0""",Orthodox,23,12,0,35,170,182.88
2870,Kerry,Schall,Meat Truck,"6' 2""",265 lbs.,--,Orthodox,23,12,0,35,265,187.96
2871,Jason,Medina,,"5' 9""",180 lbs.,--,,21,13,1,35,180,175.26
2872,Antony,Rea,Wild Thing,"6' 0""",205 lbs.,--,Orthodox,22,13,0,35,205,182.88
2873,Kenji,Arai,,"5' 10""",145 lbs.,--,Southpaw,15,15,5,35,145,177.8
2874,Patrick,Smith,,"6' 2""",225 lbs.,--,Orthodox,20,15,0,35,265,187.96
2875,Sean,Salmon,,"5' 10""",185 lbs.,--,Southpaw,18,17,0,35,185,177.8
2876,Dominic,Brown,,"5' 11""",190 lbs.,--,,14,21,0,35,190,180.34
2877,Ray,Perales,Relentless,"5' 10""",170 lbs.,--,Orthodox,13,22,0,35,170,177.8
2878,Alexander,Volkov,Drago,"6' 7""",250 lbs.,"80.0""",Orthodox,30,6,0,36,265,200.66
2879,Rich,Franklin,Ace,"6' 1""",185 lbs.,"75.0""",Southpaw,29,7,0,36,185,185.42
2880,Homer,Moore,The Rock,"5' 10""",205 lbs.,--,Orthodox,25,9,2,36,205,177.8
2881,Thales,Leites,,"6' 1""",185 lbs.,"78.0""",Orthodox,27,9,0,36,185,185.42
2882,Hector,Urbina,El Toro,"5' 11""",170 lbs.,"73.0""",Orthodox,25,10,1,36,170,180.34
2883,Jong Man,Kim,Special Force,"5' 7""",139 lbs.,--,Orthodox,22,11,3,36,139,170.18
2884,Efrain,Escudero,Hecho En Mexico,"5' 9""",155 lbs.,"70.0""",Orthodox,25,11,0,36,155,175.26
2885,Masanori,Suda,,"5' 9""",183 lbs.,--,Orthodox,22,11,3,36,183,175.26
2886,Jorge,Santiago,The Sandman,"6' 1""",170 lbs.,"74.0""",Orthodox,25,11,0,36,170,185.42
2887,Mauricio,Rua,Shogun,"6' 1""",205 lbs.,"76.0""",Orthodox,25,11,0,36,205,185.42
2888,Bobby,Voelker,Vicious,"6' 0""",170 lbs.,"75.0""",Orthodox,24,12,0,36,170,182.88
2889,Tom,Sauer,,"6' 1""",263 lbs.,--,,24,12,0,36,265,185.42
2890,Steven,Siler,Super,"5' 11""",145 lbs.,"70.0""",Orthodox,23,13,0,36,145,180.34
2891,Wes,Sims,The Project,"6' 10""",260 lbs.,--,Orthodox,22,13,1,36,265,208.28
2892,Nick,Rossborough,Leatherface,"6' 5""",205 lbs.,--,,20,15,1,36,205,195.57999999999998
2893,Chris,Haseman,The Hammer,"5' 11""",205 lbs.,--,Orthodox,20,16,0,36,205,180.34
2894,Akira,Shoji,,"5' 8""",195 lbs.,--,Orthodox,14,17,5,36,195,172.72
2895,Mitch,Whitesel,,"5' 9""",185 lbs.,--,,16,20,0,36,185,175.26
2896,Leo,Sylvest,Lethal,"5' 11""",205 lbs.,--,Orthodox,10,26,0,36,205,180.34
2897,Jake,Shields,,"6' 0""",170 lbs.,"72.0""",Orthodox,29,7,1,37,170,182.88
2898,Tim,Sylvia,The Maine-iac,"6' 8""",265 lbs.,"80.0""",Orthodox,30,7,0,37,265,203.2
2899,Dave,Strasser,,"5' 10""",170 lbs.,--,Orthodox,25,8,4,37,170,177.8
2900,Koji,Oishi,,"5' 8""",170 lbs.,--,Orthodox,21,8,8,37,170,172.72
2901,Adriano,Martins,,"5' 10""",155 lbs.,"72.0""",Southpaw,28,9,0,37,155,177.8
2902,Iliarde,Santos,,"5' 5""",125 lbs.,"66.0""",Orthodox,27,9,1,37,125,165.1
2903,Joey,Villasenor,Smokin' Joe,"6' 0""",185 lbs.,--,Orthodox,28,9,0,37,185,182.88
2904,Gerald,Meerschaert,GM3,"6' 1""",185 lbs.,"77.0""",Southpaw,28,9,0,37,185,185.42
2905,Kazuo,Misaki,Hitman,"5' 8""",183 lbs.,--,Orthodox,24,11,2,37,183,172.72
2906,Ivan,Menjivar,The Pride of El Salvador,"5' 6""",145 lbs.,"64.0""",Orthodox,25,12,0,37,145,167.64000000000001
2907,Jason,Lambert,The Punisher,"6' 3""",185 lbs.,"75.0""",Orthodox,25,12,0,37,185,190.5
2908,Kajan,Johnson,Ragin',"5' 11""",155 lbs.,"75.0""",Orthodox,23,13,1,37,155,180.34
2909,Eddie,Wineland,,"5' 7""",135 lbs.,"69.0""",Orthodox,23,13,1,37,135,170.18
2910,Ed,Herman,Short Fuse,"6' 1""",205 lbs.,"77.0""",Orthodox,24,13,0,37,205,185.42
2911,Chris,Camozzi,,"6' 2""",185 lbs.,"76.0""",Orthodox,24,13,0,37,185,187.96
2912,Roy,Nelson,Big Country,"6' 0""",263 lbs.,"72.0""",Orthodox,23,14,0,37,265,182.88
2913,Del,Hawkins,The Filipino Delight,"5' 5""",135 lbs.,--,Orthodox,22,15,0,37,135,165.1
2914,Roxanne,Modafferi,The Happy Warrior,"5' 7""",125 lbs.,"69.0""",,22,15,0,37,125,170.18
2915,Ross,Pearson,The Real Deal,"5' 8""",155 lbs.,"69.0""",Orthodox,22,15,0,37,155,172.72
2916,Xavier,Foupa-Pokam,Professor X,"6' 1""",185 lbs.,--,Open Stance,21,16,0,37,185,185.42
2917,David,Gardner,,"5' 11""",155 lbs.,--,Orthodox,18,19,0,37,155,180.34
2918,John,Dixson,Big John,"6' 0""",275 lbs.,--,Orthodox,15,22,0,37,300,182.88
2919,Fedor,Emelianenko,The Last Emperor,"6' 0""",230 lbs.,"74.0""",Orthodox,34,4,0,38,265,182.88
2920,Jose,Maria,No Chance,"5' 5""",125 lbs.,--,Orthodox,33,5,0,38,125,165.1
2921,Pat,Miletich,The Croatian Sensation,"5' 10""",170 lbs.,--,Orthodox,29,7,2,38,170,177.8
2922,Hatsu,Hioki,,"5' 11""",145 lbs.,"70.0""",Orthodox,27,9,2,38,145,180.34
2923,Rafael,Dos Anjos,,"5' 8""",170 lbs.,"70.0""",Southpaw,28,10,0,38,170,172.72
2924,Tim,Means,The Dirty Bird,"6' 2""",170 lbs.,"75.0""",Orthodox,27,10,1,38,170,187.96
2925,Daniel,Acacio,,"5' 8""",180 lbs.,--,Orthodox,26,12,0,38,180,172.72
2926,Daisuke,Nakamura,,"5' 7""",154 lbs.,--,Orthodox,24,13,1,38,154,170.18
2927,Naoki,Matsushita,,"5' 6""",155 lbs.,--,Orthodox,12,15,11,38,155,167.64000000000001
2928,Edwin,Aguilar,Tigre,"5' 10""",185 lbs.,--,,22,16,0,38,185,177.8
2929,Diego,Saraiva,The Octopus,"5' 6""",155 lbs.,--,Orthodox,21,16,1,38,155,167.64000000000001
2930,Bob,Schrijber,Dirty,"6' 0""",240 lbs.,--,Orthodox,20,17,1,38,265,182.88
2931,Jeremiah,O'Neal,,"5' 8""",260 lbs.,--,,13,25,0,38,265,172.72
2932,Brock,Larson,,"5' 11""",170 lbs.,"71.0""",Southpaw,33,6,0,39,170,180.34
2933,John,Lineker,Hands of Stone,"5' 3""",135 lbs.,"67.0""",Orthodox,31,8,0,39,135,160.02
2934,Falaniko,Vitale,Niko,"5' 10""",185 lbs.,--,Orthodox,29,10,0,39,185,177.8
2935,Thiago,Alves,Pitbull,"5' 9""",170 lbs.,"70.0""",Orthodox,27,12,0,39,170,175.26
2936,Emanuel,Newton,The Hardcore Kid,"6' 1""",205 lbs.,--,,26,12,1,39,205,185.42
2937,Krzysztof,Soszynski,The Polish Experiment,"6' 1""",205 lbs.,"77.0""",Open Stance,26,12,1,39,205,185.42
2938,Jorge,Patino,Macaco,"5' 8""",170 lbs.,--,Orthodox,25,13,1,39,170,172.72
2939,Matt,Brown,The Immortal,"6' 0""",170 lbs.,"75.0""",Orthodox,23,16,0,39,170,182.88
2940,Mark,Weir,The Wizard,"6' 2""",185 lbs.,--,Southpaw,20,18,1,39,185,187.96
2941,Yoshihisa,Yamamoto,,"6' 2""",220 lbs.,--,Southpaw,14,24,1,39,265,187.96
2942,Gleristone,Santos,Toninho Furia,"5' 9""",145 lbs.,--,,33,7,0,40,145,175.26
2943,Sanae,Kikuta,,"5' 9""",200 lbs.,--,Orthodox,30,7,3,40,200,175.26
2944,Evan,Tanner,,"6' 0""",185 lbs.,"74.0""",Orthodox,32,8,0,40,185,182.88
2945,Michael,Bisping,The Count,"6' 1""",185 lbs.,"75.0""",Orthodox,31,9,0,40,185,185.42
